Instagramhandle,followers_count
ruchika.1201,"1,157"
tejasm,"1,158"
phobophistic,"1,161"
vedant_logs,"1,164"
mr__supersonic,"1,167"
vgauravyadav__,"1,168"
vgauravyadav__,"1,168"
SaanviPandey,"1,173"
MEHEDI alom,"1,173"
Akansha.ruchi3,"1,180"
Ritikagill___,"1,184"
prashantdclg,"1,185"
rishhabhshah,"1,190"
Abix310,"1,193"
Shuhaibik,"1,203"
makeupxtanisha,"1,204"
ft.sakill,"1,205"
Saurabrockz,"1,206"
caughtinacuff_i,"1,207"
nailarttutorialsbysherry,"1,207"
Vachan__gowda,"1,212"
the_lone_roadtripper,"1,218"
_x_mr._.devil_x_,"1,226"
ivinodchaudhari,"1,228"
_raghavjhawar,"1,238"
sh00nya0_0,"1,240"
itsmyway18,"1,241"
officialmodel_16,"1,242"
im_shibil,"1,242"
Ummul_.32,"1,245"
_miss.ritika_,"1,248"
bxshxrxt,"1,250"
ro__shan___,"1,253"
porwal_shreya,"1,253"
thepinknoor,"1,256"
sextillon,"1,258"
simranglitz,"1,260"
iamdebdoot,"1,262"
thesourabhraj,"1,263"
kapoor.yugal,"1,264"
hafis_ahmed,"1,266"
miss_mahanta6,"1,270"
Snskrshrma,"1,275"
abhaysingh,"1,275"
techiee_kamboj,"1,277"
anjali_jaitly06,"1,279"
abhishekp0056,"1,283"
vansshh_,"1,286"
Girl_with_new_hobby,"1,288"
_janvhibhadouriya_,"1,291"
_kunal.26_,"1,293"
aaqil_faizal,"1,297"
Oyeekaran,"1,307"
Twinklemarwah,"1,310"
satwikpradhan_,"1,310"
captainjeenu,"1,311"
m._ns._r,"1,312"
Nilesh_dhande_official,"1,315"
ivishnuvinod,"1,326"
ivishnuvinod,"1,326"
cindrella_sv,"1,329"
nahid.mohd_,"1,330"
Arora_.harsh,"1,332"
gautam.nagpall,"1,333"
Mriinaaal,"1,338"
Aslam__\':,"1,344"
_f_w_z_n_,"1,346"
AnDro_0iD,"1,354"
travis_ronny_05,"1,356"
__.ritika.__1428,"1,361"
Khushipal.mua9033,"1,366"
Visheshverma00,"1,369"
fervent.fertile,"1,373"
glam_your_look,"1,377"
omkar.startupguy,"1,378"
Siddharthsalve1,"1,378"
Murtaza_moizz,"1,380"
stinu__san_007,"1,380"
itstarunadithyaa,"1,381"
arreansh,"1,385"
_unicorn__crafty_,"1,387"
_mr.manoj__patel,"1,397"
raj_savla_,"1,402"
fayazz.7,"1,405"
glow_with_pranshi,"1,411"
_chan.dan_,"1,412"
Syam_ raj_s_s,"1,413"
Uddhav.Parab,"1,415"
bdas1201,"1,417"
btwitsnikunj,"1,418"
Shankar-0,"1,422"
Khushvd,"1,429"
chauhan viraj,"1,438"
bongonaari.2000,"1,439"
soocalledfood,"1,448"
Altamash.saif,"1,450"
ram.chowdary81,"1,453"
arpitsshrivastava,"1,456"
Jagritibhadouriya,"1,460"
_shabeyy,"1,461"
mohitmanchand,"1,473"
jraj_d21,"1,475"
rishiofficial___,"1,483"
cuddlymumma,"1,484"
petezmagik,"1,487"
_bottle_of_whiskey_,"1,487"
sujal_katriar15,"1,488"
o.u.s.e.p.h,"1,496"
mr_afshan_09.dx,"1,502"
singhabhi_yansh,"1,513"
knottedwithlove._,"1,522"
ruchikagautam30,"1,523"
Sapphicspacestone,"1,526"
I.am.levin,"1,527"
muhammed_rikas,"1,529"
subin,"1,530"
nachiket08.99,"1,538"
_iishin_,"1,549"
xx._.ks,"1,552"
Agilan_2002,"1,558"
paayalpaul,"1,566"
_avra_nil_,"1,574"
the_aesthetic_hands,"1,576"
jellycard,"1,583"
ayush_taleda_,"1,607"
Shaaniiid,"1,610"
-,"1,619"
-,"1,619"
-,"1,620"
Hetbhavsar_,"1,631"
Jess77_k,"1,636"
btw_itzz__harsh,"1,644"
Sumoistheway,"1,646"
kuriwood,"1,653"
kuriwood,"1,653"
Abuzer__08,"1,658"
awwkashverma,"1,677"
sarikasri_15,"1,679"
league_of_justice_,"1,681"
Mr__1925,"1,687"
_anand_suresh,"1,687"
duskygirlme,"1,702"
manojpkumarurs,"1,704"
shejeem_ft_aboobacker,"1,707"
Kaifkhan_2425,"1,707"
saha_ishika15,"1,710"
Sheruk_,"1,728"
Sachdeva1757,"1,730"
jubin.thaj,"1,738"
Caringshering,"1,747"
narcox._,"1,755"
rosesofsharon_indaeyo,"1,767"
_im_sane,"1,782"
mr.shebin_,"1,785"
Monisha_paryani,"1,787"
Xxjini_,"1,788"
_meeeeettt,"1,793"
__.shrutighosh,"1,795"
rjsudeep,"1,799"
_nawabzada_,"1,806"
har_sha_257,"1,818"
Sha Rafu Deen,"1,819"
__chicomalo__,"1,823"
joarder_simran,"1,914"
GlobalCitizen26,"1,917"
thewinningpanda,"1,925"
Ritikrajsingh65,"1,936"
momzlittleboy,"1,945"
m_a_pandagirl,"1,950"
Geetansh.in,"1,957"
aman.deep._07,"1,959"
paridhii.aroraa,"1,962"
raspberry_muffins,"1,974"
maniish._,"1,987"
oyeitsaniket,"1,987"
Yuvaan0512,"2,015"
Kartikayysharma_,"2,026"
Umangthacker9797,"2,028"
_nameisharsha,"2,029"
BringingMadness,"2,035"
Im.ashish_kumar,"2,061"
thedarksun_25,"2,064"
jhalak.offical,"2,064"
_irfan_iqbal__,"2,065"
preethiaradhya,"2,075"
madhu.singh.__,"2,091"
lost_black__soul,"2,096"
lost_black__soul,"2,096"
Beautiflypriya,"2,098"
Feltdeletemightcutelater,"2,107"
Rao Arun 9890,"2,108"
saba_shona_,"2,120"
Angelic_hargun,"2,126"
prii_zza,"2,129"
arora.arushi123,"2,132"
shinning_raji,"2,143"
anubhuti_sharma7,"2,162"
iamsayedjaved,"2,175"
Poojaa4287,"2,199"
Govinda chauhan 7833,"2,211"
Ad.faruq,"2,215"
hari___8746,"2,215"
techymatty,"2,261"
blogsbyupasana,"2,278"
__.sa_.njo,"2,284"
limegreensoda,"2,292"
limegreensoda,"2,292"
manisha_fashionista,"2,295"
Jaysinghrajput,"2,328"
borntoeattasty,"2,334"
debluuuuu,"2,348"
Waldenfernandes,"2,357"
indianmommybabycare,"2,394"
Nikky.chuahan.76,"2,402"
the_lucan_boy,"2,403"
Beauty_influencer06,"2,408"
pearlkakaria1029,"2,411"
Shiyaz__mohammed,"2,414"
nandu_rpm,"2,419"
Sisodiya__777,"2,438"
M0hdwasi_7,"2,449"
Sidddooooo,"2,450"
rahul._.1015,"2,457"
akash_banerjee_99,"2,470"
dochutkinamak,"2,492"
akkibomb007,"2,494"
_lil_miss_panda___,"2,501"
_pekxtadoo_,"2,518"
My self,"2,521"
Myself,"2,521"
Royalboyshreya,"2,522"
Rahuldhuri_,"2,526"
Rohya_vanjare,"2,535"
i_mm_me,"2,555"
Jain.viplav,"2,569"
multitask_center,"2,576"
Doraemi_amaira,"2,576"
thisisdhot,"2,587"
fletcher_ferndz,"2,590"
prathamnahata,"2,591"
mr__soban__,"2,601"
nidhi_speaks,"2,608"
__garima__08,"2,655"
sassywithcuteness,"2,690"
tfairytale_,"2,744"
mr_pixture,"2,768"
wanderlust_d_13,"2,770"
rohithsunil_,"2,776"
anamika82019,"2,793"
Foodiliciouskaur,"2,807"
imvipinsolanki,"2,823"
drashti__12_,"2,840"
suhail_mohd_z,"2,859"
mayurbhargava26,"2,957"
nupurs_tutorials,"2,979"
Syed_aasem,"3,011"
__i_am_rj__,"3,034"
shiraz,"3,042"
Meeth_kothari,"3,052"
Voice.it_gaurav,"3,075"
ammumemonn,"3,078"
Shashank.zx,"3,089"
Bhumikanagwani03,"3,163"
bepostivequote,"3,172"
best_cg_foods,"3,182"
best_cg_foods,"3,182"
sejalsoni1313,"3,190"
noisy_boiii,"3,209"
mohitchhabra17,"3,229"
crazy_girl_tj,"3,236"
crazy_girl_tj,"3,237"
sketchy_life__04,"3,262"
Mahaveer_pandey,"3,269"
its_jat09,"3,281"
akshika_arya,"3,303"
the_nikhil_lodha,"3,307"
Akanshasethi06,"3,316"
nasirkhan9567,"3,344"
Vinodkumar__7,"3,361"
barath,"3,368"
Jaikhushikanimish,"3,425"
appayan_134,"3,465"
sidlegendyt,"3,487"
Shivam.rajjj,"3,512"
anupriyaa_official,"3,525"
Ka_shi_to,"3,535"
vartika_kaushikk,"3,538"
lazymarksman,"3,540"
i_harshitsutariya,"3,562"
vish__24,"3,568"
imuhammedshanoob,"3,658"
kunaaallllllll,"3,667"
from_90s_till_now_,"3,680"
deepalichaudhary._,"3,719"
dancingrahul5678,"3,724"
dopehope__,"3,734"
Elegance_beauty4u,"3,771"
monickapahujadance,"3,777"
aashvik_singhh,"3,845"
theartisticbliss_,"3,849"
kavish.ramsinghani,"3,879"
Designerwhoblogs,"3,901"
Designerwhoblogs,"3,903"
smiletheorys,"3,929"
sowmya_vlogs,"3,939"
Storiesofskincare_,"4,019"
neha_thakur_mua,"4,039"
neha_thakur_mua,"4,039"
Brown_kudii621,"4,043"
Honeyshhh__,"4,051"
foodieashwini,"4,090"
arshiya_handa,"4,155"
mohdunaisuddinghaazi,"4,179"
rasputin.__,"4,184"
Shivaanyy,"4,204"
roy_chaudhary_31,"4,211"
Avi.verma9040,"4,228"
bombayfoodmonger,"4,309"
anshikajain_makeup,"4,317"
Mohitjainhere,"4,321"
Mohitjainhere,"4,321"
Hrithik_thakur,"4,348"
_the_serial_killer,"4,405"
Vishnu_jeengar_1410,"4,484"
Imdgod,"4,501"
yashii_kalra,"4,538"
soul_ryuk,"4,601"
harshit_singh089,"4,610"
syed_qaasim_ali47,"4,618"
pjchowdary,"4,627"
snki_editx,"4,646"
_gujjukudi_,"4,658"
Vishnuu_reddy,"4,666"
Pearlayayay,"4,687"
iam_eshaan,"4,717"
get2saket,"4,772"
vns.flavours,"4,902"
ashigupta2205,"4,916"
savijay125,"4,980"
goel_hitesh,"5,024"
_fthussain_27,"5,069"
Zarna_gupta,"5,098"
signature_sandy,"5,127"
homechef142,"5,128"
ababywithsign,"5,140"
Samnaqqash,"5,152"
Naitikgosaroffical,"5,207"
tanaya_fating_,"5,237"
Ritikagandhiii,"5,239"
rudranshh_dixit,"5,249"
kashishtayall,"5,251"
dark_ninja9708,"5,273"
Dark_ninja9708,"5,274"
thekunalverma_,"5,308"
Heena9490,"5,364"
Navalmahajanofficial,"5,399"
officiallravigupta,"5,408"
magonsiddhant,"5,421"
minute_particle30,"5,438"
minute_particle30,"5,439"
_sparkle_and_slay,"5,456"
_paras_s_singh_,"5,460"
S_fahad_26,"5,508"
Shruti_sonkar___,"5,572"
deepscreate,"5,609"
little___wings,"5,618"
A__R__J__UN,"5,662"
tcoruscant,"5,797"
anusarofficial,"5,862"
Kash1f.khan,"5,918"
_divyachadha_,"5,922"
maheswara,"5,963"
_ritikashresthaofficial_,"6,007"
s7xtax,"6,020"
Fatima_queenn786,"6,058"
sam.143,"6,130"
deepalisingh.2003,"6,156"
_khalwat_,"6,160"
_khalwat_,"6,160"
anurag_thakur_since1997,"6,203"
ipuneettanwar,"6,308"
yukta.upadhyay,"6,361"
Praveenkumarappu,"6,458"
foodie_moody_ayusha,"6,570"
fee_lingsinheart,"6,655"
entertainerankitkumar,"6,700"
priyasachdeva777.ps,"6,738"
G_e_e_t389,"6,748"
No Instagram,"6,785"
Itsme_anshh_,"6,830"
foodie_0_plates,"6,839"
lets_woo_it,"6,870"
emila.kumar,"6,934"
addu____007,"6,958"
its__mithlesh,"7,006"
its__mithlesh,"7,006"
Muhammed nabeel,"7,057"
rouna_kjaiswal,"7,111"
minime.in.you,"7,117"
whodanishganie,"7,142"
Ca.nandini_jaiswani,"7,169"
Crazyfashionablegirl,"7,232"
shagxxiiieee,"7,264"
5911.bhatia,"7,269"
_rajannaaaaa,"7,406"
d.ayydreamer,"7,428"
Jhalakdulwaniii,"7,581"
Rishigupta345,"7,715"
Itisanushka,"7,882"
ThecryptoPerson,"8,085"
Pravi_beauty.diary,"8,110"
priyanka_fit,"8,118"
ma.ni_writes,"8,165"
delitespoon,"8,391"
teenz.cookingjournal,"8,400"
teenz.cookingjournal,"8,400"
Prathamofficial7,"8,418"
Thatmissdimples,"8,426"
alvin_castelino,"8,577"
lucky_dass,"8,633"
khan_tahzeeb18,"8,769"
zealocity,"9,013"
jasdeep.xr,"9,027"
beautificsoumi,"9,165"
_diyahah,"9,573"
_food_nation__,"9,587"
btwitslishan,"9,668"
mommyonway,"9,950"
Khushiluthra_,"9,992"
Shantanu,1.3M
bhanu,1.4M
tasty___tales,10.1K
Shivanikatoch_,10.1K
ammy_stalked_and_,10.1K
I.adil.naqvi,10.1K
the.unicorn.dreams,10.1K
rjsurajtech,10.2K
kritiagarwal143,10.2K
chinu_pratibha,10.2K
themagictouch123,10.2K
neelsagar25,10.3K
neelsagar25,10.3K
_taste_the_joy,10.3K
Shilpic8619,10.4K
princyindoria,10.4K
Makeupbypriyankabhatia,10.4K
tempting_tastes,10.4K
i_am_kalpana_,10.5K
iam.kriyansh,10.5K
_.wildest.girl._,10.5K
Chattori_chhori,10.6K
thesweetlifeofdharv_and_mommy,10.6K
weird_on3,10.6K
shadesofmyart,10.6K
srija_________,10.6K
mr_umang.sinh,10.7K
Lensfy,10.7K
shikhakhanna28,10.7K
weiredfox,10.7K
mahi.Sharma.758737,10.7K
rohan_choco,10.8K
Mohraj_world,10.8K
Foodfoododoo,10.8K
karankumar.a,10.9K
riyoo26,101K
iamprinceonly,102K
iamprinceonly,102K
sravyaschannel,10K
its_afsanaism,10K
___n_a_n_d_y___,11.1K
Nikitajoshitiwari,11.1K
dona_sona60,11.2K
surbhi_juneja_6,11.2K
Trickswithdips,11.2K
lovelykhetpal,11.2K
Mecurlygirl,11.2K
monika_ajm,11.2K
monika_ajm,11.2K
badshx,11.3K
taruna_nathwani_,11.3K
nikkiiiipawar,11.3K
galtheordinary,11.4K
Its_mominaaaa,11.5K
mpillaimanjusha,11.6K
Mayanksharma,11.6K
yamitsingh12345,11.7K
punit__vats,11.7K
incredible__neil,11.7K
Mayanksharma,11.7K
13tanishq_bhatia,11.7K
animeyoiimide,11.8K
Itz_fardeen_ziyam,11.8K
Two_girls_and_the_city,11.8K
Two_girls_and_the_city,11.9K
dusky_beauty14,11.9K
sanmatip11,11.9K
starry_eyess__,112K
badshah_312,114K
avril_ame,11K
apekshaaa_14,11K
n_icky_jain,11K
pinch.of.secret_ingredient,12.1K
shobhapriyank,12.2K
Sunshine_smyles,12.2K
priy_anshi_27,12.2K
feliannrodrigues,12.2K
heramb27,12.2K
peachy_bug_,12.3K
thatlucknowfoodie,12.6K
Iamshwetaasharma,12.6K
Iamshwetaasharma,12.6K
Talkswithtassu,12.6K
monikagupta2020,12.7K
syhmeenakshi,12.8K
syhmeenakshi,12.8K
shomby_goswami,12.9K
__.everydayfashion.__,12K
Manu.reddy,13.1K
Premlawand,13.1K
moumita_mazumdarr,13.2K
_Abubakkar_diamondboi786,13.3K
Handloom ikat,13.4K
_.krutikaa_&,13.5K
Ishutalreja,13.6K
imvedantsamaiya,13.7K
niru_talkies,13.7K
maxxdevries007,13.8K
thearjitmathur,13.8K
sudeshm,13.8K
sharmaarya69_,13.9K
d_.i_v_y_.a,13.9K
akshsingh,132K
junegirltasmiya,13K
officialvikramsen,13K
Ruksanabanuu,13K
dr.rhee_k,14.1K
akki_raina_,14.2K
Pathan__ff__100,14.4K
jayeshshinde_55,14.5K
iamprernagautam,14.6K
g.c.solo,14.7K
_priya_2702,14.7K
siddhiandmommy,14.7K
Sabahatkhan313,14.9K
Bilalkhan46_,15.1K
raj_sahu_the_history_fanatic,15.1K
_soumya_tiwari_,15.1K
areeba_quotes31,15.1K
Makeover_by_gulafsha,15.2K
Lil_mum_in_town,15.3K
Nitinjaya2016,15.4K
Akshaypatel,15.6K
Rishabh_mutreja,15.6K
kanu2306,15.6K
Topsecretkrishna,15.7K
foodicted.fellow,15.8K
dhara_atara,15.9K
_pssycho.foodie_,15.9K
Hammad.bin_shakeel,15.9K
mrshadab786,150K
rupshaaa_____,15K
BikerGirlSonali,16.1K
Official_singhraman,16.2K
tanyasharma.___,16.2K
rayanblaze,16.4K
avanidalal8181,16.4K
Rishahidalkatiri,16.6K
eesha_thelipstickwali,17.3K
ammaraazmi,17.5K
Vipasha_lehru,17.5K
Fitnessbyradhikasahni,17.7K
Harleenkaur,172K
jithendrajithu01,174K
Sanjoy_joseph,178K
bubandmumma,18.1K
mr_sallu_oo7,18.4K
Bhavna_jaiswal_official,18.6K
UNIQUELYYOURS.JALAN,18.8K
globaltravellermunda,180K
globaltravellermunda,180K
nbl,188K
ranajit01,19.4K
Anjli_aggarwal29,19.6K
arman_x70,191K
delhitedude,196K
booksfortanmay,199K
Goldenheartpooja,20.2K
simmi__sarkar,20.3K
simmi__sarkar,20.3K
Mumbaispecialfood,20.3K
puneetanjugaur,20.4K
Shotbyphotofreak,20.4K
Alhaadiislamic.expo,20.6K
mayurisaha_,20.8K
mayurisaha_,20.8K
Shopaholicadventures,20.8K
chiragsajnanii20,20.9K
foodiologylko,20.9K
Amritpal singh,204K
anaskhan_.24,20K
Karthikeyan,21.1K
swatisachinagarwal,21.1K
Parul_gulati20,21.4K
rider_ricky_,21.5K
akashraina,21.5K
ryan.poetry,21.6K
jatinkumar,219K
my_lifesstyyle,21K
moms_moreish,22.5K
Its_aayushiee_,22K
allrounder_mom,23.5K
iamrealsami,23.7K
Abhimanyu,231K
mom_munchkin21,23K
mom_munchkin21,23K
Mom_and_zeeva,23K
_clayton_araujo_,24.1K
07rajputshivam,24K
_exquisite_bae,25.6K
rajeevgx,251K
dreamer_shubhiofficial_,25K
vaibhav,26.3K
sanchitsaran,26.4K
piyush_meher_official,26.4K
navofthejosh,26.4K
Soumen,26.9K
ridhsidh24,26K
shriyadwivedi,27.4K
Spicyndtangy,27.9K
positive_flavor_,28.6K
____rajkumar______,28.8K
Vijay Gill,28.8K
bino,290K
hoodh,2M
dishu__jain,30.1K
Creative_lifestyle_diaries,30.5K
kingofclubsin,30.6K
arunsoneji,30.8K
amit_thakur72,30K
sukha_o0,31.6K
jharnajog,31.6K
sayyoni_menka,32.6K
aditikaps123,32.7K
prashantjamwal_,32.8K
_abhipatel777_,320K
Haj,320K
vijay,330K
Rudrasharmaaa,34.5K
stylinghub0702,35.5K
_.jo._se._ph_.,35.8K
Rahul,353K
nidhimittal_71,36.1K
gorgeous_girl_ayesha,36.9K
pamperskin.ig,36K
parassingh,37K
Upscnewsnation,38.1K
smilingyourway,39.9K
N/A,391K
N/A,391K
N/A,391K
Thaakur,3M
Since0197_v.ra,41.9K
Yes,42.1K
gagangugnani,42K
aman,453K
lalitnaga007,48.7K
Pawanthakur_7777,50.1K
Nikivermaofficial,50K
Pr_iyanshu_tiwari,51.2K
themuditsharma,51.9K
Shanu,511K
Alone Heart,52.6K
The_mommy_island,54.3K
Delhi_street_food1,56.1K
A,6.1M
manish,6.7M
mani,6.7M
twinshivangi,60K
the_.perfectionless._gul,62K
Singhpooh132,75.9K
aju_meghwanshi_01,81.8K
No,815K
No,815K
bairagi049,83.3K
Dorle.priyanka,84.7K
foodiebliss8,85.6K
Sushma,95K
